"","State","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location_Code","Marital_Status","Monthly_Premium_Auto","Months_Since_Last_Claim","Months_Since_Policy_Inception","Number_of_Open_Complaints","Number_of_Policies","Policy_Type","Policy","Renew_Offer_Type","Sales_Channel","Total_Claim_Amount","Vehicle_Class","Vehicle_Size","pred"
"2830","California",2435.535995,"No","Basic","Bachelor","Employed","F",40921,"Rural","Married",62,0,50,2,1,"Corporate Auto","Corporate L2","Offer3","Agent",10.560419,"Four-Door Car","Medsize",4463.94014180327
"2831","Nevada",9863.502214,"No","Extended","Master","Employed","F",99654,"Rural","Married",121,13,95,0,3,"Personal Auto","Personal L3","Offer3","Call Center",272.788141,"SUV","Medsize",8544.89757548596
"2832","Oregon",8207.858272,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",110,16,17,0,5,"Special Auto","Special L2","Offer2","Agent",686.90827,"Sports Car","Medsize",7342.63579988541
"2834","Arizona",5807.994569,"No","Basic","High School or Below","Employed","F",70717,"Rural","Married",72,20,89,0,5,"Personal Auto","Personal L1","Offer2","Call Center",37.28874,"Two-Door Car","Medsize",6236.01777087645
"2835","California",8395.272249,"No","Basic","College","Employed","M",62989,"Urban","Divorced",71,3,18,1,2,"Personal Auto","Personal L2","Offer1","Web",319.131547,"Four-Door Car","Medsize",5909.47996508721
"2836","Arizona",14333.92489,"No","Basic","Master","Employed","M",41459,"Suburban","Married",71,8,4,0,2,"Personal Auto","Personal L3","Offer2","Call Center",340.8,"Four-Door Car","Medsize",5404.82164015541
"2837","California",11003.54385,"No","Basic","Master","Unemployed","F",0,"Suburban","Single",102,20,7,1,2,"Personal Auto","Personal L2","Offer4","Web",489.6,"SUV","Medsize",6206.27557900019
"2839","Arizona",2141.750757,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",61,5,90,0,1,"Personal Auto","Personal L2","Offer4","Call Center",437.040616,"Four-Door Car","Medsize",3470.81551176647
"2840","Nevada",5079.843625,"No","Extended","Doctor","Employed","F",83288,"Urban","Married",124,18,70,0,1,"Personal Auto","Personal L3","Offer1","Agent",353.397699,"SUV","Medsize",8589.50234171887
"2841","California",2895.522489,"No","Basic","High School or Below","Employed","M",46267,"Urban","Married",72,4,73,0,1,"Personal Auto","Personal L3","Offer2","Call Center",231.969205,"Four-Door Car","Medsize",4882.77016415218
"2842","Oregon",9031.214859,"Yes","Extended","Master","Unemployed","F",0,"Suburban","Single",122,15,47,0,9,"Corporate Auto","Corporate L3","Offer1","Branch",650.52179,"Sports Car","Medsize",9465.36513546074
"2845","Nevada",15118.89548,"No","Basic","Doctor","Employed","M",58883,"Suburban","Married",62,1,47,0,2,"Corporate Auto","Corporate L2","Offer2","Branch",432.480275,"Two-Door Car","Medsize",5091.27128359844
"2847","California",5488.931031,"No","Basic","High School or Below","Employed","F",33881,"Rural","Married",68,11,83,0,9,"Personal Auto","Personal L3","Offer2","Web",65.659137,"Four-Door Car","Large",6783.64032874792
"2849","Arizona",5205.751205,"No","Basic","College","Disabled","F",25237,"Suburban","Divorced",69,23,52,0,9,"Personal Auto","Personal L3","Offer2","Agent",378.345883,"Four-Door Car","Medsize",6666.34508413853
"2851","Arizona",6207.171358,"No","Extended","College","Employed","F",49419,"Urban","Married",77,3,34,0,4,"Personal Auto","Personal L2","Offer2","Web",203.296071,"Four-Door Car","Medsize",6127.69162050395
"2852","Oregon",6615.815683,"No","Extended","College","Employed","M",90414,"Suburban","Married",83,7,49,1,6,"Personal Auto","Personal L2","Offer1","Call Center",398.4,"Four-Door Car","Small",7532.46579781361
"2853","California",9708.504642,"No","Extended","College","Employed","M",39930,"Suburban","Single",86,22,64,1,2,"Personal Auto","Personal L1","Offer1","Call Center",412.8,"Four-Door Car","Medsize",6090.06050296617
"2854","California",10831.13004,"No","Extended","Doctor","Disabled","M",23202,"Suburban","Divorced",96,29,59,0,2,"Personal Auto","Personal L1","Offer3","Call Center",460.8,"Four-Door Car","Medsize",6192.64905020781
"2855","California",4626.801093,"Yes","Basic","Master","Employed","F",79487,"Suburban","Divorced",114,20,87,0,1,"Personal Auto","Personal L1","Offer2","Branch",547.2,"SUV","Medsize",7423.41244201425
"2857","Arizona",2542.06388,"No","Basic","Bachelor","Employed","F",84495,"Suburban","Married",63,15,61,0,1,"Special Auto","Special L3","Offer2","Branch",302.4,"Two-Door Car","Small",4901.41614714925
"2859","Arizona",7243.865476,"No","Extended","High School or Below","Employed","M",41951,"Rural","Married",91,30,56,0,7,"Personal Auto","Personal L1","Offer1","Branch",40.536151,"Four-Door Car","Medsize",8079.22195023819
"2861","Nevada",2734.514945,"No","Basic","High School or Below","Employed","M",92157,"Urban","Single",69,19,33,0,1,"Corporate Auto","Corporate L3","Offer2","Branch",270.381385,"Two-Door Car","Medsize",5115.17061237935
"2863","Nevada",3402.39442,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Single",99,16,20,0,1,"Personal Auto","Personal L2","Offer1","Agent",475.2,"Two-Door Car","Medsize",6559.83248499082
"2864","Oregon",6945.016955,"No","Basic","High School or Below","Disabled","F",15850,"Suburban","Married",61,28,14,0,2,"Corporate Auto","Corporate L3","Offer4","Call Center",314.528138,"Two-Door Car","Medsize",4391.77998489745
"2865","Nevada",2568.843396,"No","Basic","Bachelor","Medical Leave","F",11167,"Suburban","Married",73,0,99,3,1,"Personal Auto","Personal L3","Offer2","Branch",350.4,"Two-Door Car","Medsize",4289.11277679626
"2870","Washington",8093.898245,"No","Basic","High School or Below","Employed","M",59839,"Suburban","Single",107,8,52,2,8,"Personal Auto","Personal L2","Offer2","Agent",513.6,"SUV","Medsize",8625.2744781077
"2872","California",2602.24525,"No","Basic","College","Employed","M",38166,"Urban","Married",67,25,5,1,1,"Corporate Auto","Corporate L2","Offer4","Agent",236.842746,"Four-Door Car","Medsize",4445.46760467998
"2873","Washington",6751.437153,"No","Extended","High School or Below","Unemployed","M",0,"Suburban","Married",95,14,78,0,9,"Personal Auto","Personal L3","Offer1","Agent",456,"Four-Door Car","Small",8277.45939133455
"2874","Oregon",3621.68883,"No","Extended","Bachelor","Medical Leave","F",13457,"Urban","Married",94,31,28,0,1,"Personal Auto","Personal L3","Offer3","Branch",285.825083,"Two-Door Car","Large",6168.22177151605
"2875","California",6896.088021,"No","Basic","College","Unemployed","M",0,"Suburban","Single",68,10,53,0,2,"Personal Auto","Personal L3","Offer3","Agent",326.4,"Two-Door Car","Medsize",4821.55277321079
"2877","Oregon",14472.583,"No","Basic","College","Employed","F",22012,"Rural","Married",185,5,69,0,5,"Corporate Auto","Corporate L3","Offer2","Web",75.698305,"Luxury SUV","Small",11227.0750411926
"2878","Arizona",2359.423599,"Yes","Basic","Bachelor","Disabled","F",19864,"Suburban","Divorced",63,22,96,0,1,"Corporate Auto","Corporate L3","Offer1","Web",352.394515,"Four-Door Car","Medsize",4580.21074450369
"2879","Arizona",5323.267311,"No","Basic","College","Employed","F",55289,"Rural","Single",67,10,71,0,3,"Personal Auto","Personal L3","Offer2","Agent",134.124254,"Four-Door Car","Medsize",5010.2422261441
"2880","California",7390.903278,"No","Extended","College","Employed","M",30449,"Suburban","Married",92,23,47,0,3,"Personal Auto","Personal L3","Offer1","Agent",501.092992,"Four-Door Car","Medsize",7030.91696889294
"2882","Oregon",5754.853121,"No","Basic","High School or Below","Employed","F",29460,"Rural","Married",72,3,18,0,5,"Personal Auto","Personal L3","Offer2","Branch",29.303915,"Four-Door Car","Large",6160.08029779935
"2883","Oregon",10244.2435,"No","Extended","College","Unemployed","F",0,"Suburban","Single",94,23,34,0,2,"Personal Auto","Personal L1","Offer3","Agent",451.2,"Four-Door Car","Medsize",5895.13623022991
"2888","California",4490.597249,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Divorced",64,26,11,1,7,"Personal Auto","Personal L3","Offer1","Web",307.2,"Four-Door Car","Medsize",6458.1626865781
"2889","Arizona",3719.247732,"No","Extended","High School or Below","Employed","M",40968,"Suburban","Divorced",97,29,53,1,1,"Personal Auto","Personal L3","Offer1","Agent",465.6,"Four-Door Car","Large",6617.0318881121
"2890","Nevada",4198.030023,"No","Basic","Bachelor","Employed","M",39913,"Urban","Married",106,16,61,0,1,"Personal Auto","Personal L3","Offer1","Agent",344.765129,"SUV","Small",7612.67308190716
"2891","California",2420.711888,"No","Basic","Bachelor","Employed","M",31710,"Urban","Divorced",62,5,29,0,1,"Corporate Auto","Corporate L3","Offer1","Call Center",199.551735,"Two-Door Car","Medsize",5396.6812607955
"2894","Arizona",4270.034394,"Yes","Extended","College","Unemployed","M",0,"Suburban","Married",122,27,2,0,1,"Personal Auto","Personal L3","Offer2","Agent",725.870693,"SUV","Medsize",7606.62132098547
"2896","Arizona",19435.62924,"No","Extended","High School or Below","Employed","F",38688,"Suburban","Single",249,22,6,0,3,"Special Auto","Special L3","Offer1","Agent",2294.631639,"Luxury Car","Medsize",14427.1493736048
"2897","Oregon",7374.077921,"No","Basic","College","Unemployed","F",0,"Suburban","Married",110,19,87,4,3,"Personal Auto","Personal L2","Offer1","Web",528,"SUV","Medsize",7330.89050646142
"2899","Oregon",11925.71535,"No","Basic","High School or Below","Employed","M",28014,"Suburban","Single",104,14,37,0,2,"Personal Auto","Personal L2","Offer4","Branch",631.594469,"SUV","Small",6662.53910156598
"2901","Oregon",10298.38586,"No","Extended","High School or Below","Employed","M",64825,"Urban","Married",129,1,78,0,4,"Personal Auto","Personal L3","Offer2","Web",359.484342,"SUV","Medsize",8933.51172326006
"2902","California",5229.741907,"No","Basic","Bachelor","Employed","M",77357,"Rural","Single",67,24,38,0,8,"Personal Auto","Personal L2","Offer3","Web",29.884537,"Four-Door Car","Medsize",6815.00604139925
"2903","Nevada",2402.81597,"No","Basic","Bachelor","Employed","M",21629,"Suburban","Divorced",62,19,54,0,1,"Corporate Auto","Corporate L2","Offer1","Call Center",298.626189,"Two-Door Car","Small",5243.24813592654
"2904","Washington",3933.813993,"Yes","Basic","High School or Below","Employed","M",25927,"Suburban","Single",103,6,20,0,1,"Personal Auto","Personal L3","Offer2","Web",674.973614,"SUV","Medsize",6774.8951331734
"2907","California",2722.210707,"Yes","Basic","College","Medical Leave","F",17576,"Suburban","Married",71,29,70,0,1,"Corporate Auto","Corporate L2","Offer2","Call Center",398.502948,"Four-Door Car","Medsize",4465.18220278596
"2908","Arizona",7291.599536,"No","Extended","Master","Employed","F",84629,"Urban","Married",90,19,17,0,5,"Personal Auto","Personal L3","Offer2","Web",411.671832,"Four-Door Car","Large",7228.53697964404
"2910","Oregon",5261.037541,"No","Basic","High School or Below","Employed","F",43573,"Suburban","Married",66,30,64,0,5,"Personal Auto","Personal L3","Offer1","Agent",409.684798,"Two-Door Car","Large",6563.48040663424
"2911","Arizona",16938.29858,"No","Basic","College","Unemployed","F",0,"Suburban","Single",69,24,99,0,2,"Corporate Auto","Corporate L1","Offer1","Branch",340.780156,"Four-Door Car","Medsize",4818.06926465236
"2913","Oregon",5552.331515,"No","Basic","College","Employed","F",35011,"Urban","Married",70,7,91,0,8,"Personal Auto","Personal L3","Offer4","Call Center",215.728468,"Four-Door Car","Large",6209.94240200285
"2914","Oregon",7150.225367,"No","Extended","Bachelor","Employed","M",63651,"Rural","Single",92,19,10,0,3,"Personal Auto","Personal L3","Offer2","Branch",224.711836,"Four-Door Car","Large",6500.28681535241
"2915","Washington",8717.049833,"Yes","Basic","College","Employed","M",83846,"Suburban","Married",74,22,94,3,2,"Personal Auto","Personal L2","Offer2","Agent",355.2,"Four-Door Car","Large",4948.34400287333
"2916","California",6847.588918,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Married",191,2,70,0,1,"Personal Auto","Personal L3","Offer2","Web",1317.008182,"Luxury SUV","Medsize",10055.6473074147
"2917","Nevada",5418.726537,"No","Basic","College","Employed","F",39133,"Rural","Married",67,25,26,0,3,"Personal Auto","Personal L3","Offer1","Call Center",90.524457,"Four-Door Car","Medsize",5981.68944088735
"2918","California",3528.044252,"Yes","Extended","Doctor","Employed","M",31278,"Suburban","Married",92,24,95,4,1,"Personal Auto","Personal L3","Offer1","Branch",441.6,"Two-Door Car","Medsize",6038.71466336835
"2921","Oregon",16963.83934,"No","Basic","Bachelor","Unemployed","F",0,"Suburban","Divorced",117,26,33,0,2,"Corporate Auto","Corporate L2","Offer1","Call Center",561.6,"SUV","Medsize",8104.30786651444
"2922","California",5807.659307,"No","Basic","College","Employed","F",62447,"Rural","Single",74,9,2,0,7,"Personal Auto","Personal L3","Offer4","Call Center",133.977857,"Two-Door Car","Medsize",6651.29829210964
"2923","Oregon",5068.264582,"No","Basic","College","Employed","M",31475,"Rural","Married",64,6,3,1,3,"Personal Auto","Personal L2","Offer3","Call Center",22.962412,"Four-Door Car","Medsize",5399.30105798117
"2924","Nevada",8797.829644,"No","Basic","College","Employed","F",80780,"Rural","Married",109,26,11,0,3,"Corporate Auto","Corporate L3","Offer2","Agent",3.55,"SUV","Medsize",8085.50105842649
"2925","Oregon",4439.900652,"No","Basic","Bachelor","Employed","F",88613,"Urban","Divorced",111,5,59,0,1,"Personal Auto","Personal L3","Offer1","Branch",359.36848,"SUV","Small",8047.42394161927
"2926","California",2404.459452,"No","Basic","College","Employed","M",45949,"Rural","Single",62,0,70,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",110.556062,"Two-Door Car","Medsize",5038.10251405489
"2927","Arizona",5066.634057,"No","Basic","Bachelor","Employed","F",35596,"Suburban","Married",64,11,92,0,3,"Personal Auto","Personal L2","Offer1","Agent",307.2,"Two-Door Car","Medsize",5764.37628653303
"2929","California",2410.498573,"No","Basic","Bachelor","Employed","M",41842,"Suburban","Married",61,1,14,0,1,"Corporate Auto","Corporate L3","Offer2","Call Center",292.8,"Two-Door Car","Medsize",4855.42111197969
"2932","Nevada",16236.47626,"No","Basic","College","Unemployed","F",0,"Suburban","Single",74,24,54,2,2,"Personal Auto","Personal L2","Offer2","Branch",680.753091,"Four-Door Car","Medsize",4422.37880888893
"2933","Arizona",5534.576395,"No","Basic","Bachelor","Employed","F",71560,"Urban","Married",69,14,46,0,5,"Personal Auto","Personal L1","Offer2","Web",178.700204,"Two-Door Car","Medsize",6294.14687003621
"2934","Nevada",9202.638441,"No","Extended","Master","Unemployed","M",0,"Suburban","Married",80,8,71,0,2,"Personal Auto","Personal L3","Offer1","Agent",384,"Four-Door Car","Medsize",5691.53821094276
"2935","Oregon",2592.437797,"Yes","Basic","High School or Below","Employed","M",72421,"Suburban","Married",65,8,23,0,1,"Personal Auto","Personal L3","Offer2","Call Center",312,"Four-Door Car","Small",4882.88592741789
"2936","Arizona",8019.856041,"No","Premium","Master","Employed","F",54702,"Suburban","Married",199,5,42,0,1,"Personal Auto","Personal L3","Offer4","Agent",955.2,"SUV","Medsize",11464.4728599503
"2937","California",6943.741598,"No","Extended","High School or Below","Unemployed","F",0,"Suburban","Single",76,4,43,5,2,"Special Auto","Special L2","Offer1","Agent",547.2,"Four-Door Car","Large",4816.71809994962
"2940","California",3479.760165,"No","Extended","High School or Below","Employed","M",35033,"Suburban","Married",87,26,53,0,1,"Personal Auto","Personal L2","Offer1","Agent",490.638202,"Two-Door Car","Small",6479.01466081801
"2941","Arizona",9103.8997,"No","Premium","College","Employed","M",65733,"Suburban","Married",113,13,6,0,3,"Personal Auto","Personal L2","Offer2","Agent",684.948527,"Four-Door Car","Medsize",8030.62621123965
"2942","California",4813.284447,"No","Basic","Bachelor","Unemployed","M",0,"Suburban","Single",69,30,44,0,3,"Special Auto","Special L3","Offer1","Agent",472.611522,"Four-Door Car","Medsize",5342.10278037752
"2943","Arizona",9575.7578,"No","Extended","College","Unemployed","F",0,"Suburban","Single",88,3,64,0,2,"Personal Auto","Personal L3","Offer4","Web",633.6,"Four-Door Car","Medsize",4908.82334515213
"2945","Nevada",8090.884414,"No","Basic","High School or Below","Employed","M",86180,"Rural","Divorced",69,11,43,4,2,"Personal Auto","Personal L1","Offer4","Branch",48.051339,"Four-Door Car","Large",4474.10243690014
"2948","Oregon",2395.57,"Yes","Basic","Doctor","Disabled","F",21986,"Suburban","Divorced",63,1,9,0,1,"Personal Auto","Personal L1","Offer2","Branch",333.696228,"Two-Door Car","Medsize",4622.87678609406
"2950","Oregon",5173.485319,"No","Basic","College","Unemployed","F",0,"Suburban","Married",69,30,69,0,9,"Personal Auto","Personal L2","Offer1","Call Center",331.2,"Four-Door Car","Medsize",7092.43782949235
"2953","California",2631.87754,"No","Basic","College","Disabled","F",16976,"Urban","Married",69,23,54,0,1,"Personal Auto","Personal L3","Offer1","Agent",238.952528,"Four-Door Car","Medsize",5043.6542776682
"2954","California",6993.838856,"No","Basic","High School or Below","Unemployed","F",0,"Suburban","Single",65,29,35,2,2,"Corporate Auto","Corporate L2","Offer1","Call Center",468,"Four-Door Car","Medsize",4686.77933103664
"2955","Arizona",15055.53836,"No","Basic","College","Employed","M",83283,"Rural","Single",193,11,46,1,3,"Personal Auto","Personal L2","Offer3","Branch",273.702709,"Luxury Car","Medsize",11261.4308421401
"2956","California",3401.881747,"No","Extended","High School or Below","Employed","M",41972,"Suburban","Divorced",86,20,23,0,1,"Personal Auto","Personal L3","Offer2","Branch",691.709371,"Four-Door Car","Medsize",5754.51850819855
